Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
706,1,0,0.334,0.381,0.039,0.472,0.673,0.47,0.394,0.152,0,0.955,0.465,0.867,0.035,0.054,3.569,499
707,1,0,0.875,0.002,0.274,0.531,0.369,0.415,0.738,0.482,1,0.214,0.021,0.212,0.847,0.662,-3.997,1549
708,1,1,0.52,0.535,0.788,0.08,0.463,0.842,0.776,0.028,1,0.891,0.885,0.606,0.986,0.089,-1.854,1287
709,1,0,0.169,0.522,0.413,0.294,0.448,0.177,0.718,0.011,0,0.297,0.777,0.916,0.931,0.184,-3.578,1504
710,1,1,0.67,0.575,0.512,0.627,0.156,0.136,0.874,0.305,1,0.544,0.218,0.389,0.318,0.827,-3.35,1480
711,1,1,0.437,0.893,0.366,0.67,0.255,0.93,0.725,0.393,1,0.065,0.049,0.514,0.583,0.319,2.479,637
712,1,0,0.211,0.473,0.153,0.136,0.678,0.05,0.535,0.608,1,0.76,0.644,0.159,0.527,0.43,-2.11,1320
713,1,0,0.731,0.097,0.546,0.381,0.175,0.369,0.237,0.659,1,0.37,0.406,0.752,0.578,0.938,-10.644,1970
714,1,1,0.616,0.774,0.013,0.887,0.722,0.424,0.106,0.728,1,0.994,0.623,0.606,0.62,0.206,3.82,463
715,1,1,0.443,0.858,0.61,0.875,0.629,0.556,0.38,0.865,0,0.651,0.264,0.375,0.146,0.909,4.151,435
716,1,0,0.015,0.774,0.226,0.931,0.636,0.062,0.51,0.569,1,0.101,0.762,0.15,0.989,0.291,2.328,663
717,1,0,0.14,0.791,0.43,0.203,0.711,0.331,0.46,0.075,0,0.753,0.831,0.715,0.136,0.795,-2.991,1424
718,1,0,0.696,0.161,0.784,0.519,0.052,0.747,0.077,0.06,1,0.251,0.356,0.29,0.216,0.674,-3.424,1488
719,1,1,0.815,0.062,0.942,0.604,0.703,0.17,0.53,0.572,1,0.468,0.245,0.394,1,0.745,-0.063,1034
720,1,1,0.181,0.741,0.922,0.863,0.057,0.217,0.237,0.062,0,0.499,0.46,0.14,0.58,0.352,2.8,592
721,1,0,0.806,0.493,0.194,0.47,0.593,0.56,0.5,0.315,1,0.304,0.738,0.444,0.781,0.445,-1.806,1281
722,1,1,0.826,0.893,0.183,0.926,0.281,0.434,0.704,0.051,1,0.396,0.463,0.287,0.188,0.666,1.574,779
723,1,0,0.324,0.861,0.793,0.429,0.982,0.638,0.089,0.311,1,0.394,0.982,0.956,0.294,0.337,4.97,343
724,1,1,0.492,0.76,0.863,0.231,0.722,0.412,0.453,0.829,1,0.281,0.235,0.793,0.046,0.713,3.292,535
725,1,1,0.399,0.033,0.396,0.299,0.321,0.04,0.223,0.562,0,0.959,0.655,0.282,1,0.363,-5.455,1706
726,1,0,0.672,0.533,0.273,0.174,0.122,0.012,0.511,0.308,0,0.785,0.664,0.769,0.456,0.008,-2.873,1410
727,1,0,0.526,0.972,0.003,0.164,0.091,0.389,0.97,0.161,1,0.889,0.46,0.158,0.265,0.387,-4.275,1579
728,1,0,0.845,0.043,0.402,0.909,0.644,0.555,0.147,0.128,0,0.205,0.444,0.046,0.349,0.486,5.881,258
729,1,0,0.283,0.872,0.327,0.481,0.431,0.327,0.264,0.578,0,0.318,0.071,0.012,0.612,0.077,6.478,201
730,1,1,0.561,0.983,0.874,0.196,0.117,0.453,0.806,0.064,0,0.766,0.342,0.833,0.963,0.309,-3.078,1436
731,1,0,0.888,0.491,0.161,0.807,0.572,0.462,0.002,0.91,0,0.359,0.173,0.828,0.558,0.661,-0.301,1071
732,1,1,0.568,0.629,0.176,0.366,0.869,0.027,0.571,0.999,0,0.381,0.755,0.517,0.903,0.866,-3.023,1429
733,1,1,0.486,0.348,0.673,0.48,0.461,0.515,0.138,0.06,1,0.547,0.008,0.981,0.567,0.473,-0.889,1163
734,1,1,0.962,0.584,0.478,0.478,0.891,0.423,0.585,0.774,1,0.531,0.742,0.25,0.306,0.516,5.91,253
735,1,0,0.481,0.84,0.351,0.298,0.072,0.446,0.574,0.697,1,0.662,0.438,0.161,0.913,0.376,-5.511,1714
736,1,0,0.281,0.342,0.104,0.672,0.134,0.024,0.961,0.048,1,0.606,0.852,0.32,0.686,0.435,-7.124,1838
737,1,1,0.104,0.809,0.075,0.319,0.362,0.144,0.4,0.1,1,0.134,0.21,0.627,0.867,0.257,-2.161,1325
738,1,1,0.094,0.232,0.249,0.066,0.111,0.71,0.956,0.973,1,0.319,0.728,0.218,0.425,0.594,-8.439,1914
739,1,1,0.189,0.541,0.015,0.317,0.745,0.332,0.185,0.451,1,0.741,0.292,0.669,0.279,0.973,-5.063,1667
740,1,1,0.092,0.505,0.337,0.569,0.914,0.428,0.826,0.05,0,0.719,0.892,0.652,0.709,0.321,2.555,624
741,1,1,0.599,0.341,0.487,0.619,0.411,0.538,0.745,0.913,1,0.926,0.112,0.208,0.746,0.917,-4.546,1611
742,1,0,0.474,0.751,0.704,0.337,0.819,0.827,0.458,0.357,1,0.201,0.422,0.634,0.186,0.477,4.988,341
743,1,1,0.678,0.124,0.49,0.645,0.372,0.228,0.494,0.492,0,0.545,0.196,0.312,0.738,0.499,0.027,1021
744,1,0,0.972,0.735,0.382,0.362,0.383,0.305,0.688,0.575,0,0.236,0.62,0.023,0.602,0.003,5.853,262
745,1,0,0.241,0.785,0.347,0.691,0.678,0.203,0.611,0.389,1,0.061,0.953,0.936,0.805,0.082,1.89,735
746,1,0,0.786,0.144,0.821,0.372,0.264,0.748,0.766,0.054,1,0.726,0.43,0.802,0.212,0.49,-3.122,1442
747,1,0,0.339,0.945,0.57,0.497,0.437,0.114,0.158,0.924,1,0.812,0.163,0.927,0.188,0.242,2.467,642
748,1,1,0.346,0.068,0.202,0.275,0.408,0.509,0.146,0.434,1,0.401,0.479,0.786,0.379,0.304,-3.159,1449
749,1,0,0.733,0.314,0.288,0.591,0.83,0.083,0.709,0.264,1,0.001,0.954,0.461,0.241,0.349,4.412,408
750,1,0,0.713,0.093,0.82,0.225,0.639,0.543,0.955,0.28,0,0.48,0.508,0.708,0.875,0.32,-0.391,1085
751,1,0,0.345,0.378,0.629,0.503,0.011,0.538,0.508,0.837,1,0.241,0.673,0.712,0.031,0.975,-9.289,1945
752,1,1,0.608,0.784,0.991,0.663,0.617,0.439,0.298,0.099,1,0.266,0.506,0.533,0.649,0.93,0.29,975
753,1,1,0.413,0.212,0.321,0.649,0.881,0.643,0.892,0.987,0,0.779,0.377,0.652,0.516,0.534,2.584,620
754,1,1,0.099,0.301,0.957,0.139,0.401,0.77,0.802,0.449,1,0.662,0.955,0.723,0.822,0.581,-7.367,1856
755,1,1,0.047,0.264,0.81,0.637,0.889,0.205,0.738,0.788,1,0.079,0.019,0.208,0.381,0.255,10.699,34
756,1,1,0.913,0.622,0.515,0.436,0.866,0.056,0.868,0.764,0,0.115,0.265,0.074,0.362,0.012,14.341,4
757,1,0,0.133,0.437,0.864,0.484,0.067,0.995,0.144,0.192,0,0.396,0.911,0.841,0.649,0.151,-3.521,1499
758,1,1,0.088,0.431,0.262,0.973,0.511,0.444,0.945,0.116,0,0.241,0.837,0.458,0.173,0.327,4.532,390
759,1,0,0.46,0.347,0.838,0.805,0.166,0.313,0.78,0.092,0,0.575,0.429,0.325,0.67,0.364,0.271,978
760,1,0,0.641,0.407,0.023,0.619,0.953,0.091,0.274,0.322,0,0.469,0.494,0.698,0.992,0.567,-0.622,1118
761,1,1,0.9,0.529,0.007,0.824,0.133,0.744,0.469,0.83,1,0.041,0.503,0.918,0.045,0.341,-0.033,1026
762,1,0,0.028,0.945,0.99,0.299,0.472,0.187,0.509,0.905,1,0.157,0.746,0.186,0.154,0.318,4.82,354
763,1,1,0.791,0.733,0.288,0.816,0.815,0.578,0.985,0.695,1,0.646,0.936,0.753,0.346,0.865,-0.329,1076
764,1,1,0.171,0.299,0.635,0.532,0.503,0.642,0.133,0.343,0,0.369,0.263,0.02,0.533,0.053,7.667,121
765,1,0,0.559,0.59,0.852,0.785,0.372,0.316,0.235,0.358,0,0.726,0.351,0.468,0.922,0.767,-2.716,1395
766,1,0,0.226,0.034,0.681,0.196,0.131,0.86,0.255,0.362,0,0.344,0.016,0.373,0.716,0.307,-3.31,1472
767,1,1,0.723,0.83,0.883,0.156,0.914,0.377,0.605,0.442,1,0.93,0.455,0.312,0.909,0.638,1.99,714
768,1,0,0.354,0.577,0.961,0.181,0.936,0.63,0.375,0.177,0,0.637,0.862,0.18,0.265,0.169,8.953,70
769,1,1,0.599,0.433,0.466,0.673,0.715,0.108,0.226,0.344,0,0.927,0.535,0.285,0.341,0.907,0.502,929
770,1,0,0.95,0.706,0.361,0.657,0.303,0.073,0.644,0.268,1,0.17,0.132,0.505,0.125,0.759,-0.194,1053
771,1,0,0.72,0.303,0.538,0.116,0.903,0.893,0.901,0.551,1,0.774,0.575,0.779,0.601,0.67,-2.983,1423
772,1,1,0.921,0.19,0.447,0.046,0.767,0.322,0.702,0.115,0,0.75,0.833,0.485,0.901,0.463,-1.974,1307
773,1,0,0.188,0.653,0.152,0.627,0.344,0.727,0.086,0.356,1,0.827,0.659,0.256,0.443,0.288,-1.232,1208
774,1,1,0.684,0.311,0.459,0.068,0.734,0.317,0.303,0.702,1,0.079,0.23,0.427,0.104,0.753,1.211,825
775,1,0,0.805,0.945,0.924,0.935,0.202,0.592,0.748,0.412,0,0.895,0.905,0.016,0.837,0.848,-2.398,1360
776,1,0,0.86,0.966,0.863,0.406,0.274,0.546,0.851,0.751,0,0.673,0.425,0.661,0.911,0.626,-3.24,1459
777,1,0,0.373,0.609,0.521,0.143,0.216,0.563,0.357,0.784,0,0.316,0.695,0.951,0.574,0.448,-6.339,1786
778,1,0,0.846,0.204,0.538,0.976,0.53,0.023,0.009,0.014,0,0.018,0.66,0.765,0.282,0.372,4.43,406
779,1,1,0.19,0.913,0.35,0.596,0.649,0.742,0.019,0.589,0,0.552,0.665,0.563,0.545,0.639,0.523,927
780,1,0,0.301,0.293,0.328,0.371,0.316,0.593,0.09,0.594,1,0.652,0.629,0.813,0.577,0.553,-8.05,1896
781,1,1,0.218,0.805,0.284,0.303,0.702,0.777,0.074,0.118,1,0.859,0.532,0.889,0.822,0.692,-5.378,1696
782,1,0,0.406,0.841,0.316,0.828,0.639,0.46,0.311,0.342,0,0.29,0.992,0.853,0.756,0.685,-2.469,1371
783,1,0,0.503,0.656,0.467,0.208,0.356,0.605,0.568,0.346,1,0.82,0.439,0.305,0.857,0.368,-3.7,1523
784,1,1,0.933,0.636,0.419,0.717,0.535,0.327,0.023,0.722,1,0.653,0.105,0.927,0.983,0.343,0.711,902
785,1,0,0.705,0.187,0.25,0.285,0.96,0.452,0.927,0.915,1,0.219,0.097,0.249,0.893,0.711,-0.304,1073
786,1,1,0.32,0.857,0.434,0.07,0.253,0.611,0.374,0.422,0,0.774,0.632,0.181,0.797,0.59,-5.226,1681
787,1,1,0.049,0.466,0.389,0.296,0.84,0.234,0.092,0.486,1,0.819,0.593,0.526,0.794,0.374,-0.299,1068
788,1,0,0.337,0.038,0.629,0.291,0.79,0.579,0.027,0.608,1,0.713,0.155,0.482,0.592,0.381,1.07,846
789,1,1,0.126,0.635,0.769,0.923,0.902,0.37,0.865,0.764,1,0.331,0.516,0.129,0.668,0.099,11.812,19
790,1,0,0.004,0.3,0.808,0.071,0.181,0.258,0.981,0.565,1,0.101,0.096,0.501,0.782,0.202,-3.119,1441
791,1,0,0.346,0.872,0.598,0.651,0.471,0.093,0.557,0.093,1,0.526,0.166,0.434,0.101,0.34,5.474,296
792,1,0,0.755,0.538,0.47,0.995,0.216,0.432,0.568,0.009,1,0.816,0.02,0.91,0.757,0.389,-1.868,1292
793,1,1,0.983,0.719,0.799,0.94,0.782,0.816,0.339,0.535,0,0.628,0.394,0.763,0.629,0.877,3.434,516
794,1,1,0.795,0.678,0.736,0.156,0.407,0.486,0.871,0.608,1,0.088,0.427,0.757,0.246,0.973,-4.027,1553
795,1,1,0.833,0.132,0.725,0.515,0.817,0.414,0.17,0.964,0,0.697,1,0.805,0.619,0.281,3.188,546
796,1,0,0.954,0.526,0.038,0.32,0.205,0.302,0.899,0.855,1,0.621,0.227,0.154,0.119,0.867,-5.516,1715
797,1,1,0.706,0.207,0.852,0.357,0.785,0.099,0.633,0.556,0,0.153,0.52,0.368,0.935,0.225,5.813,269
798,1,0,0.515,0.074,0.479,0.831,0.502,0.468,0.341,0.55,0,0.931,0.922,0.851,0.407,0.333,-1.054,1183
799,1,1,0.068,0.458,0.273,0.266,0.508,0.573,0.706,0.917,0,0.661,0.202,0.8,0.673,0.21,-0.581,1109
800,1,1,0.567,0.051,0.666,0.523,0.072,0.322,0.943,0.886,0,0.194,0.772,0.109,0.324,0.192,1.606,773
801,1,1,0.568,0.231,0.855,0.31,0.399,0.117,0.195,0.775,0,0.284,0.882,0.147,0.173,0.612,1.002,855
802,1,1,0.666,0.396,0.121,0.87,0.59,0.792,0.279,0.395,0,0.74,0.265,0.214,0.155,0.839,1.958,720
803,1,1,0.816,0.433,0.376,0.791,0.678,0.133,0.644,0.543,1,0.157,0.492,0.571,0.624,0.917,-1.194,1203
804,1,0,0.911,0.164,0.204,0.954,0.994,0.318,0.508,0.9,1,0.865,0.207,0.283,0.81,0.249,6.817,180
805,1,1,0.884,0.761,0.973,0.67,0.628,0.157,0.64,0.615,1,0.076,0.895,0.057,0.585,0.863,2.953,576
806,1,1,0.11,0.374,0.184,0.499,0.38,0.085,0.54,0.727,0,0.674,0.39,0.711,0.451,0.592,-4.164,1565
807,1,1,0.107,0.227,0.631,0.461,0.612,0.449,0.627,0.98,1,0.574,0.304,0.034,0.824,0.897,-3.442,1491
808,1,0,0.303,0.822,0.535,0.315,0.504,0.097,0.56,0.237,0,0.856,0.488,0.009,0.905,0.829,-4.2,1567
809,1,1,0.672,0.851,0.572,0.272,0.384,0.927,0.056,0.961,1,0.405,0.193,0.463,0.487,0.679,-1.081,1187
810,1,0,0.071,0.535,0.6,0.911,0.873,0.927,0.473,0.897,1,0.947,0.089,0.827,0.182,0.464,5.413,301
811,1,0,0.277,0.584,0.949,0.436,0.627,0.385,0.187,0.507,0,0.532,0.908,0.681,0.52,0.323,2.21,677
812,1,0,0.254,0.356,0.67,0.039,0.688,0.004,0.327,0.108,1,0.84,0.263,0.333,0.354,0.75,-2.74,1398
813,1,0,0.921,0.771,0.027,0.981,0.108,0.691,0.401,0.586,1,0.355,0.642,0.12,0.541,0.425,-0.823,1155
814,1,1,0.338,0.036,0.637,0.288,0.123,0.269,0.352,0.24,0,0.535,0.454,0.226,0.48,0.005,1.216,823
815,1,1,0.233,0.846,0.696,0.95,0.886,0.354,0.731,0.991,0,0.694,0.613,0.433,0.4,0.16,11.839,17
816,1,1,0.555,0.088,0.504,0.053,0.585,0.852,0.222,0.855,1,0.031,0.87,0.586,0.9,0.598,-5.991,1762
817,1,1,0.139,0.275,0.747,0.322,0.628,0.047,0.278,0.472,0,0.236,0.694,0.931,0.129,0.94,-3.342,1478
818,1,1,0.842,0.72,0.639,0.813,0.562,0.432,0.428,0.569,0,0.089,0.427,0.048,0.664,0.759,4.524,392
819,1,1,0.843,0.048,0.172,0.665,0.956,0.306,0.799,0.046,1,0.42,0.273,0.438,0.738,0.998,-1.678,1269
820,1,1,0.92,0.77,0.227,0.42,0.375,0.951,0.724,0.858,1,0.205,0.481,0.725,0.162,0.158,3.765,476
821,1,0,0.534,0.84,0.128,0.48,0.531,0.297,0.485,0.429,1,0.723,0.693,0.935,0.679,0.827,-8.12,1898
822,1,0,0.928,0.053,0.145,0.133,0.46,0.69,0.699,0.646,0,0.82,0.836,0.574,0.762,0.318,-5.574,1718
823,1,0,0.617,0.643,0.41,0.162,0.836,0.831,0.297,0.431,0,0.519,0.054,0.366,0.852,0.716,-0.111,1043
824,1,1,0.06,0.083,0.345,0.935,0.11,0.121,0.78,0.799,1,0.04,0.674,0.578,0.034,0.857,-5.63,1726
825,1,0,0.524,0.691,0.941,0.896,0.523,0.357,0.008,0.155,0,0.989,0.428,0.725,0.172,0.546,4.113,440
826,1,0,0.077,0.111,0.211,0.118,0.471,0.984,0.219,0.168,0,0.247,0.66,0.77,0.328,0.251,-3.073,1435
827,1,0,0.91,0.73,0.749,0.161,0.195,0.006,0.504,0.79,1,0.987,0.155,0.94,0.52,0.631,-6.348,1787
828,1,0,0.664,0.959,0.206,0.795,0.933,0.622,0.049,0.696,1,0.584,0.419,0.053,0.463,0.548,6.902,173
829,1,1,0.097,0.768,0.967,0.673,0.951,0.636,0.458,0.48,1,0.647,0.294,0.57,0.749,0.92,1.84,741
830,1,1,0.153,0.614,0.825,0.584,0.44,0.265,0.378,0.225,1,0.476,0.071,0.374,0.831,0.219,3.762,478
831,1,0,0.951,0.536,0.695,0.521,0.666,0.518,0.696,0.126,0,0.916,0.417,0.828,0.549,0.918,-2.765,1400
832,1,1,0.38,0.259,0.426,0.059,0.676,0.146,0.338,0.044,1,0.185,0.658,0.145,0.569,0.362,0.907,868
833,1,1,0.124,0.696,0.144,0.454,0.323,0.817,0.895,0.738,1,0.11,0.17,0.335,0.061,0.606,-0.023,1024
834,1,1,0.726,0.743,0.598,0.158,0.741,0.725,0.743,0.101,1,0.221,0.925,0.374,0.215,0.766,0.825,883
835,1,1,0.738,0.416,0.143,0.939,0.938,0.867,0.881,0.796,1,0.367,0.886,0.396,0.464,0.128,8.795,76
836,1,1,0.889,0.56,0.539,0.15,0.665,0.972,0.136,0.793,1,0.708,0.021,0.264,0.753,0.492,1.794,749
837,1,0,0.034,0.288,0.745,0.861,0.263,0.009,0.123,0.554,0,0.543,0.816,0.679,0.907,0.832,-8.258,1909
838,1,1,0.573,0.456,0.46,0.178,0.781,0.274,0.517,0.369,0,0.879,0.832,0.106,0.002,0.51,4.266,423
839,1,1,0.668,0.82,0.351,0.161,0.208,0.405,0.648,0.403,1,0.807,0.715,0.859,0.497,0.202,-3.615,1506
840,1,1,0.996,0.547,0.387,0.134,0.805,0.766,0.212,0.862,1,0.86,0.379,0.506,0.297,0.4,3.535,503
841,1,1,0.139,0.348,0.177,0.766,0.304,0.385,0.345,0.792,0,0.798,0.067,0.292,0.885,0.063,1.88,736
842,1,0,0.669,0.663,0.271,0.034,0.019,0.938,0.622,0.432,0,0.762,0.118,0.922,0.697,0.491,-9.19,1942
843,1,1,0.743,0.957,0.896,0.48,0.499,0.263,0.413,0.097,0,0.918,0.839,0.579,0.927,0.834,-3.313,1475
844,1,0,0.296,0.078,0.791,0.465,0.549,0.796,0.133,0.216,1,0.501,0.638,0.964,0.586,0.335,-2.247,1338
845,1,1,0.078,0.473,0.537,0.862,0.314,0.086,0.963,0.519,1,0.064,0.103,0.033,0.42,0.154,6.964,169
846,1,1,0.59,0.067,0.891,0.229,0.436,0.097,0.359,0.84,0,0.607,0.669,0.927,0.956,0.778,-8.039,1895
847,1,1,0.211,0.901,0.947,0.016,0.646,0.098,0.671,0.665,1,0.326,0.093,0.936,0.825,0.599,-1.337,1219
848,1,0,0.574,0.362,0.401,0.834,0.538,0.934,0.773,0.365,0,0.089,0.67,0.751,0.027,0.47,3.361,528
849,1,0,0.685,0.545,0.443,0.644,0.997,0.189,0.365,0.324,1,0.288,0.378,0.376,0.317,0.029,11.878,16
850,1,0,0.905,0.071,0.187,0.76,0.572,0.086,0.231,0.944,1,0.165,0.918,0.737,0.375,0.795,-4.566,1615
851,1,1,0.533,0.581,0.159,0.689,0.904,0.605,0.453,0.488,0,0.377,0.624,0.345,0.553,0.452,5.639,283
852,1,0,0.155,0.075,0.876,0.505,0.035,0.13,0.853,0.034,1,0.985,0.679,0.683,0.166,0.66,-8.255,1907
853,1,1,0.009,0.299,0.359,0.22,0.664,0.473,0.941,0.094,1,0.831,0.123,0.331,0.88,0.383,-1.494,1246
854,1,0,1,0.489,0.568,0.167,0.262,0.488,0.641,0.419,1,0.424,0.999,0.994,0.779,0.041,-3.932,1545
855,1,0,0.395,0.535,0.889,0.654,0.318,0.321,0.076,0.664,1,0.738,0.395,0.098,0.796,0.753,-3.162,1450
856,1,0,0.313,0.09,0.782,0.997,0.117,0.548,0.264,0.485,0,0.483,0.218,0.914,0.517,0.379,-1.472,1242
857,1,0,0.7,0.92,0.372,0.148,0.469,0.726,0.339,0.353,1,0.68,0.321,0.977,0.252,0.052,2.067,704
858,1,0,0.494,0.76,0.091,0.25,0.019,0.151,0.32,0.856,1,0.681,0.665,0.398,0.281,0.636,-8.642,1923
859,1,0,0.786,0.979,0.305,0.669,0.415,0.683,0.789,0.94,1,0.899,0.367,0.588,0.249,0.044,5.288,310
860,1,1,0.22,0.749,0.076,0.543,0.319,0.751,0.064,0.25,1,0.567,0.623,0.405,0.553,0.596,-4.452,1602
861,1,0,0.484,0.592,0.256,0.328,0.126,0.871,0.057,0.402,1,0.555,0.468,0.882,0.175,0.239,-3.639,1510
862,1,1,0.877,0.648,0.135,0.244,0.495,0.134,0.681,0.38,0,0.354,0.604,0.385,0.24,0.384,2.308,665
863,1,0,0.107,0.375,0.351,0.191,0.945,0.994,0.764,0.095,0,0.891,0.878,0.431,0.333,0.607,-0.727,1135
864,1,1,0.873,0.119,0.051,0.854,0.4,0.334,0.37,0.037,0,0.411,0.125,0.886,0.05,0.553,1.056,848
865,1,0,0.929,0.205,0.231,0.119,0.423,0.418,0.84,0.495,1,0.687,0.998,0.181,0.194,0.342,-2.26,1343
866,1,1,0.033,0.194,0.827,0.202,0.966,0.285,0.448,0.173,0,0.819,0.357,0.297,0.614,0.318,5.479,295
867,1,0,0.019,0.724,0.245,0.381,0.71,0.021,0.374,0.123,0,0.997,0.816,0.649,0.28,0.213,1.627,772
868,1,0,0.77,0.996,0.205,0.718,0.3,0.697,0.463,0.243,1,0.232,0.468,0.515,0.682,0.288,0.72,900
869,1,0,0.072,0.506,0.773,0.642,0.85,0.707,0.4,0.936,1,0.218,0.153,0.674,0.041,0.296,8.708,81
870,1,0,0.112,0.967,0.071,0.508,0.079,0.341,0.082,0.612,1,0.651,0.336,0.653,0.708,0.14,-4.123,1562
871,1,1,0.856,0.079,0.931,0.989,0.605,0.534,0.944,0.713,0,0.248,0.287,0.561,0.802,0.375,6.307,215
872,1,0,0.223,0.081,0.535,0.325,0.609,0.859,0.898,0.138,1,0.992,0.506,0.883,0.129,0.747,-5.605,1725
873,1,1,0.849,0.478,0.402,0.15,0.42,0.817,0.559,0.111,1,0.833,0.563,0.858,0.282,0.113,0.363,961
874,1,1,0.61,0.077,0.642,0.837,0.034,0.168,0.16,0.374,1,0.826,0.557,0.293,0.696,0.756,-6.991,1833
875,1,1,0.377,0.518,0.875,0.546,0.687,0.266,0.141,0.333,1,0.975,0.201,0.934,0.153,0.742,0.934,862
876,1,0,0.079,0.6,0.206,0.454,0.19,0.93,0.191,0.985,0,0.765,0.028,0.249,0.833,0.815,-7.973,1889
877,1,0,0.39,0.424,0.16,0.753,0.019,0.041,0.633,0.615,0,0.608,0.648,0.332,0.523,0.303,-3.486,1495
878,1,1,0.875,0.76,0.095,0.652,0.454,0.728,0.106,0.805,0,0.408,0.184,0.85,0.831,0.694,-2.653,1388
879,1,0,0.988,0.515,0.698,0.994,0.416,0.688,0.642,0.777,1,0.904,0.433,0.878,0.183,0.001,6.899,174
880,1,1,0.58,0.576,0.736,0.16,0.155,0.301,0.853,0.361,1,0.067,0.744,0.67,0.454,0.763,-6.764,1819
881,1,1,0.271,0.195,0.009,0.189,0.761,0.032,0.298,0.969,0,0.987,0.175,0.73,0.691,0.479,-2.946,1417
882,1,0,0.419,0.21,0.845,0.909,0.663,0.547,0.375,0.493,1,0.492,0.055,0.324,0.164,0.796,3.798,467
883,1,0,0.738,0.67,0.648,0.455,0.992,0.587,0.059,0.404,0,0.721,0.368,0.129,0.83,0.108,9.981,53
884,1,1,0.19,0.14,0.987,0.229,0.348,0.659,0.58,0.158,0,0.588,0.38,0.332,0.985,0.64,-4.596,1618
885,1,1,0.251,0.673,0.696,0.284,0.047,0.892,0.154,0.57,0,0.897,0.458,0.617,0.551,0.167,-1.866,1290
886,1,1,0.63,0.79,0.13,0.724,0.608,0.045,0.308,0.15,1,0.33,0.996,0.196,0.038,0.064,8.588,85
887,1,0,0.455,0.608,0.357,0.873,0.693,0.069,0.313,0.521,1,0.229,0.581,0.286,0.869,0.707,-0.303,1072
888,1,1,0.885,0.789,0.731,0.747,0.427,0.696,0.381,0.853,0,0.688,0.922,0.675,0.723,0.868,-3.071,1434
889,1,1,0.061,0.974,0.655,0.142,0.237,0.6,0.151,0.811,1,0.837,0.094,0.788,0.32,0.799,-5.954,1758
890,1,0,0.937,0.815,0.476,0.95,0.517,0.551,0.858,0.954,0,0.117,0.216,0.733,0.369,0.744,3.044,567
891,1,1,0.314,0.628,0.507,0.757,0.935,0.776,0.77,0.365,0,0.133,0.354,0.879,0.236,0.564,7.011,164
892,1,0,0.481,0.703,0.302,0.821,0.911,0.577,0.196,0.086,1,0.17,0.697,0.343,0.229,0.246,9.086,67
893,1,1,0.079,0.317,0.802,0.839,0.258,0.554,0.233,0.701,0,0.357,0.517,0.934,0.365,0.81,-3.834,1537
894,1,1,0.983,0.178,0.365,0.294,0.258,0.658,0.783,0.01,0,0.52,0.211,0.638,0.277,0.696,-3.56,1502
895,1,1,0.979,0.457,0.894,0.126,0.875,0.661,0.078,0.083,0,0.194,0.979,0.664,0.637,0.462,3.499,507
896,1,1,0.724,0.761,0.924,0.056,0.621,0.994,0.68,0.184,1,0.235,0.205,0.515,0.681,0.465,2.717,602
897,1,0,0.217,0.737,0.349,0.678,0.141,0.923,0.279,0.689,0,0.692,0.705,0.41,0.936,0.649,-7.468,1863
898,1,1,0.109,0.457,0.942,0.621,0.572,0.059,0.209,0.291,1,0.402,0.106,0.465,0.517,0.326,5.355,305
899,1,1,0.942,0.101,0.327,0.83,0.458,0.729,0.942,0.321,0,0.678,0.63,0.483,0.885,0.929,-5.668,1733
900,1,1,0.527,0.013,0.76,0.72,0.244,0.868,0.582,0.652,0,0.054,0.774,0.546,0.925,0.518,-3.246,1460
901,1,0,0.17,0.686,0.071,0.364,0.352,0.362,0.025,0.233,1,0.416,0.444,0.308,0.285,0.567,-3.469,1494
902,1,1,0.322,0.938,0.357,0.749,0.696,0.083,0.297,0.966,1,0.004,0.354,0.676,0.05,0.886,2.707,603
903,1,1,0.286,0.037,0.891,0.824,0.943,0.253,0.476,0.409,1,0.827,0.303,0.278,0.335,0.354,8.907,74
904,1,0,0.667,0.305,0.536,0.218,0.9,0.824,0.156,0.109,1,0.664,0.498,0.245,0.72,0.405,2.031,707
905,1,0,0.318,0.314,0.77,0.863,0.076,0.649,0.9,0.637,0,0.079,0.85,0.77,0.104,0.022,3.205,545
906,1,1,0.444,0.701,0.358,0.8,0.211,0.054,0.732,0.32,1,0.919,0.527,0.123,0.504,0.406,0.042,1017
907,1,0,0.452,0.631,0.325,0.153,0.758,0.265,0.776,0.817,1,0.73,0.196,0.175,0.571,0.163,4.209,427
908,1,1,0.196,0.512,0.109,0.977,0.678,0.282,0.312,0.484,1,0.539,0.882,0.389,0.945,0.883,-4.806,1641
909,1,1,0.648,0.886,0.779,0.426,0.307,0.759,0.054,0.178,0,0.849,0.27,0.355,0.113,0.631,2.467,642
910,1,1,0.462,0.555,0.493,0.752,0.726,0.945,0.91,0.729,1,0.251,0.813,0.065,0.949,0.723,0.405,948
911,1,1,0.976,0.195,0.399,0.308,0.215,0.946,0.128,0.053,0,0.447,0.524,0.092,0.269,0.371,0.934,863
912,1,0,0.69,0.253,0.193,0.998,0.632,0.134,0.282,0.13,1,0.89,0.488,0.848,0.378,0.333,1.365,805
