Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
2844,2,0,0.304,0.545,0.028,0.202,0.385,0.561,0.04,0.748,1,0.775,0.677,0.603,0.686,0.19,1.0395,8645
2845,2,1,0.981,0.609,0.572,0.293,0.005,0.183,0.569,0.705,0,0.664,0.645,0.374,0.213,0.266,-0.9355,9496
2846,2,1,0.764,0.844,0.678,0.525,0.906,0.273,0.138,0.894,1,0.089,0.045,0.343,0.924,0.9,7.2195,3027
2847,2,1,0.269,0.899,0.255,0.323,0.997,0.301,0.213,0.738,0,0.434,0.114,0.673,0.191,0.856,2.6705,7458
2848,2,0,0.63,0.249,0.748,0.088,0.659,0.109,0.223,0.933,0,0.249,0.249,0.053,0.266,0.329,-0.896,9490
2849,2,1,0.265,0.807,0.889,0.31,0.999,0.59,0.137,0.662,1,0.753,0.721,0.139,0.017,0.618,6.264,3932
2850,2,1,0.057,0.724,0.348,0.054,0.913,0.507,0.505,0.473,1,0.757,0.595,0.528,0.75,0.55,3.072,7093
2851,2,0,0.621,0.678,0.598,0.33,0.098,0.068,0.363,0.123,0,0.586,0.963,0.571,0.689,0.896,0.8325,8755
2852,2,1,0.924,0.307,0.413,0.888,0.481,0.321,0.136,0.927,0,0.601,0.151,0.961,0.79,0.564,4.4485,5800
2853,2,1,0.972,0.358,0.751,0.323,0.882,0.375,0.622,0.951,1,1,0.487,0.125,0.253,0.02,2.181,7864
2854,2,0,0.704,0.706,0.181,0.291,0.835,0.794,0.625,0.692,0,0.302,0.075,0.342,0.774,0.39,5.563,4634
2855,2,1,0.583,0.967,0.57,0.056,0.63,0.516,0.395,0.982,1,0.648,0.668,0.971,0.92,0.237,1.333,8454
2856,2,0,0.774,0.468,0.435,0.945,0.534,0.754,0.346,0.832,0,0.294,0.24,0.74,0.514,0.163,7.7435,2575
2857,2,0,0.966,0.858,0.187,0.079,0.017,0.897,0.136,0.948,1,0.305,0.271,0.097,0.908,0.733,6.376,3796
2858,2,0,0.497,0.208,0.674,0.006,0.577,0.009,0.835,0.711,0,0.636,0.28,0.293,0.328,0.216,-2.5295,9829
2859,2,1,0.515,0.836,0.352,0.7,0.025,0.612,0.729,0.256,1,0.073,0.458,0.327,0.713,0.374,9.123,1555
2860,2,1,0.992,0.475,0.404,0.259,0.098,0.683,0.756,0.525,1,0.862,0.329,0.043,0.124,0.217,6.2145,3974
2861,2,0,0.692,0.855,0.404,0.222,0.305,0.926,0.076,0.306,1,0.023,0.048,0.701,0.334,0.481,12.199,321
2862,2,1,0.716,0.994,0.718,0.92,0.832,0.394,0.241,0.321,1,0.647,0.061,0.568,0.195,0.43,12.1465,333
2863,2,1,0.58,0.253,0.643,0.811,0.993,0.153,0.49,0.944,0,0,0.898,0.451,0.516,0.99,0.179,9076
2864,2,1,0.847,0.551,0.565,0.247,0.708,0.081,0.37,0.602,0,0.228,0.668,0.75,0.757,0.115,-1.544,9662
2865,2,0,0.057,0.074,0.536,0.766,0.694,0.528,0.535,0.429,1,0.935,0.68,0.697,0.77,0.977,7.2185,3031
2866,2,0,0.159,0.199,0.181,0.85,0.377,0.017,0.259,0.573,1,0.711,0.834,0.758,0.125,0.598,0.636,8859
2867,2,0,0.795,0.756,0.445,0.753,0.388,0.707,0.664,0.01,1,0.301,0.522,0.299,0.379,0.3,11.33,562
2868,2,0,0.637,0.245,0.092,0.898,0.882,0.45,0.506,0.05,0,0.954,0.346,0.635,0.665,0.255,6.441,3742
2869,2,1,0.991,0.663,0.023,0.312,0.996,0.07,0.929,0.02,0,0.283,0.677,0.366,0.739,0.39,-0.6,9391
2870,2,1,0.976,0.007,0.579,0.895,0.106,0.796,0.023,0.767,0,0.654,0.315,0.778,0.353,0.062,7.987,2352
2871,2,0,0.528,0.732,0.28,0.318,0.767,0.607,0.067,0.734,1,0.359,0.902,0.233,0.097,0.671,3.142,7032
2872,2,0,0.299,0.307,0.148,0.271,0.348,0.014,0.911,0.999,1,0.957,0.491,0.421,0.755,0.426,-3.685,9935
2873,2,1,0.701,0.793,0.721,0.771,0.108,0.382,0.999,0.141,0,0.918,0.908,0.206,0.677,0.473,4.945,5277
2874,2,0,0.967,0.516,0.796,0.058,0.433,0.049,0.736,0.695,0,0.949,0.319,0.567,0.97,0.417,-0.7895,9451
2875,2,0,0.795,0.887,0.443,0.938,0.906,0.958,0.667,0.642,1,0.249,0.91,0.647,0.277,0.645,9.8265,1156
2876,2,0,0.126,0.627,0.328,0.995,0.675,0.103,0.31,0.78,0,0.832,0.643,0.745,0.862,0.29,0.395,8984
2877,2,1,0.829,0.105,0.347,0.367,0.757,0.782,0.62,0.512,0,0.709,0.39,0.875,0.256,0.332,5.012,5215
2878,2,0,0.157,0.858,0.15,0.328,0.551,0.612,0.354,0.03,0,0.707,0.273,0.958,0.154,0.382,6.423,3755
2879,2,0,0.738,0.649,0.863,0.943,0.432,0.958,0.28,0.108,0,0.515,0.957,0.803,0.434,0.18,11.2565,579
2880,2,0,0.497,0.364,0.771,0.414,0.084,0.055,0.7,0.799,0,0.321,0.756,0.591,0.079,0.742,-1.316,9612
2881,2,0,0.771,0.812,0.515,0.445,0.363,0.142,0.94,0.507,1,0.454,0.785,0.667,0.715,0.923,2.376,7698
2882,2,0,0.501,0.552,0.472,0.239,0.294,0.535,0.465,0.632,1,0.479,0.974,0.745,0.3,0.435,2.0835,7935
2883,2,1,0.087,0.845,0.26,0.245,0.055,0.627,0.576,0.081,1,0.061,0.745,0.901,0.797,0.032,5.481,4729
2884,2,1,0.841,0.146,0.171,0.319,0.079,0.918,0.253,0.818,0,0.666,0.297,0.49,0.07,0.297,4.474,5775
2885,2,1,0.82,0.49,0.04,0.096,0.593,0.793,0.461,0.627,0,0.849,0.466,0.584,0.723,0.847,2.804,7328
2886,2,0,0.996,0.301,0.217,0.629,0.378,0.689,0.644,0.226,0,0.465,0.292,0.286,0.912,0.537,7.663,2640
2887,2,0,0.515,0.903,0.651,0.768,0.491,0.967,0.785,0.629,0,0.037,0.741,0.874,0.354,0.415,8.3095,2093
2888,2,0,0.486,0.789,0.73,0.157,0.904,0.275,0.051,0.357,1,0.305,0.919,0.914,0.215,0.849,3.627,6589
2889,2,0,0.831,0.3,0.212,0.464,0.842,0.019,0.85,0.66,1,0.069,0.616,0.299,0.843,0.504,-0.473,9342
2890,2,1,0.919,0.393,0.864,0.974,0.565,0.351,0.289,0.472,0,0.92,0.927,0.794,0.471,0.838,5.4995,4703
2891,2,1,0.604,0.179,0.956,0.748,0.458,0.772,0.915,0.957,0,0.211,0.282,0.788,0.885,0.284,7.4315,2845
2892,2,0,0.101,0.062,0.077,0.329,0.561,0.272,0.645,0.593,0,0.213,0.812,0.466,0.336,0.688,-2.503,9825
2893,2,1,0.837,0.56,0.169,0.927,0.911,0.631,0.54,0.191,0,0.833,0.221,0.991,0.073,0.968,9.773,1187
2894,2,1,0.066,0.687,0.623,0.312,0.912,0.817,0.496,0.744,0,0.753,0.64,0.621,0.37,0.527,4.306,5951
2895,2,1,0.728,0.054,0.952,0.087,0.347,0.62,0.434,0.169,0,0.641,0.29,0.361,0.827,0.308,7.0335,3175
2896,2,1,0.407,0,0.994,0.781,0.668,0.523,0.373,0.215,1,0.813,0.618,0.513,0.073,0.624,10.26,929
2897,2,1,0.014,0.515,0.359,0.295,0.773,0.331,0.823,0.66,0,0.259,0.322,0.6,0.597,0.424,0.8545,8739
2898,2,1,0.044,0.049,0.287,0.844,0.677,0.176,0.186,0.163,1,0.094,0.232,0.42,0.56,0.678,7.656,2644
2899,2,1,0.06,0.393,0.752,0.33,0.168,0.282,0.226,0.249,0,0.411,0.403,0.283,0.544,0.324,4.1315,6098
2900,2,1,0.522,0.422,0.812,0.666,0.321,0.014,0.776,0.07,1,0.61,0.133,0.725,0.393,0.515,8.0495,2302
2901,2,0,0.029,0.191,0.226,0.378,0.024,0.329,0.155,0.569,0,0.402,0.275,0.517,0.83,0.039,1.114,8586
2902,2,0,0.84,0.158,0.852,0.625,0.44,0.319,0.891,0.485,0,0.876,0.776,0.949,0.26,0.31,2.494,7614
2903,2,1,0.997,0.296,0.009,0.242,0.489,0.403,0.581,0.791,0,0.515,0.681,0.69,0.391,0.975,-1.4715,9651
2904,2,1,0.122,0.635,0.845,0.196,0.188,0.89,0.06,0.263,0,0.263,0.766,0.615,0.28,0.861,8.131,2238
2905,2,0,0.767,0.198,0.188,0.737,0.581,0.554,0.309,0.01,1,0.762,0.143,0.144,0.868,0.052,10.0735,1029
2906,2,1,0.585,0.225,0.408,0.359,0.461,0.605,0.818,0.888,1,0.776,0.566,0.151,0.955,0.559,3.147,7028
2907,2,0,0.742,0.893,0.521,0.041,0.084,0.565,0.159,0.481,1,0.488,0.902,0.1,0.369,0.459,3.4435,6781
2908,2,1,0.398,0.752,0.31,0.638,0.014,0.083,0.649,0.74,0,0.777,0.225,0.909,0.811,0.491,0.919,8704
2909,2,1,0.905,0.44,0.652,0.816,0.856,0.347,0.614,0.484,1,0.47,0.188,0.862,0.653,0.147,8.368,2047
2910,2,0,0.522,0.27,0.22,0.636,0.496,0.614,0.299,0.802,0,0.475,0.231,0.294,0.996,0.64,4.7615,5468
2911,2,0,0.267,0.505,0.176,0.731,0.107,0.856,0.307,0.169,0,0.719,0.373,0.449,0.961,0.981,9.9405,1097
2912,2,1,0.068,0.398,0.471,0.449,0.149,0.48,0.89,0.746,1,0.255,0.632,0.738,0.763,0.974,3.9545,6268
2913,2,0,0.831,0.738,0.334,0.028,0.128,0.99,0.095,0.075,0,0.037,0.798,0.599,0.459,0.195,6.3635,3817
2914,2,1,0.296,0.725,0.068,0.849,0.034,0.366,0.74,0.119,0,0.991,0.576,0.884,0.751,0.94,5.0175,5208
2915,2,0,0.985,0.613,0.249,0.815,0.343,0.16,0.109,0.01,0,0.641,0.775,0.351,0.84,0.742,4.215,6020
2916,2,1,0.393,0.345,0.672,0.784,0.116,0.857,0.395,0.227,0,0.97,0.276,0.837,0.852,0.305,11.068,638
2917,2,1,0.868,0.631,0.223,0.219,0.623,0.501,0.081,0.803,1,0.677,0.065,0.412,0.929,0.377,4.866,5352
2918,2,1,0.336,0.381,0.061,0.107,0.135,0.137,0.633,0.341,0,0.986,0.933,0.105,0.247,0.988,-3.59,9931
2919,2,0,0.497,0.742,0.854,0.214,0.313,0.519,0.097,0.422,0,0.656,0.787,0.203,0.882,0.435,3.811,6432
2920,2,0,0.708,0.331,0.911,0.426,0.888,0.635,0.534,0.516,0,0.14,0.188,0.833,0.864,0.297,7.8605,2469
2921,2,0,0.576,0.968,0.917,0.142,0.567,0.899,0.4,0.755,1,0.785,0.153,0.695,0.855,0.195,9.786,1181
2922,2,0,0.592,0.098,0.259,0.84,0.681,0.744,0.174,0.482,1,0.741,0.808,0.338,0.554,0.967,8.038,2316
2923,2,1,0.669,0.673,0.366,0.252,0.401,0.246,0.199,0.686,0,0.156,0.341,0.882,0.132,0.159,0.526,8917
2924,2,1,0.533,0.485,0.844,0.431,0.078,0.887,0.177,0.669,0,0.194,0.942,0.681,0.61,0.581,5.921,4268
2925,2,0,0.94,0.953,0.553,0.091,0.667,0.795,0.035,0.748,0,0.285,0.547,0.146,0.234,0.812,5.0155,5210
2926,2,0,0.689,0.472,0.055,0.036,0.566,0.521,0.056,0.272,0,0.216,0.633,0.479,0.01,0.914,2.0665,7944
2927,2,0,0.154,0.553,0.455,0.685,0.557,0.883,0.463,0.519,0,0.216,0.728,0.301,0.52,0.64,7.093,3120
2928,2,1,0.745,0.684,0.68,0.295,0.498,0.29,0.88,0.801,0,0.945,0.057,0.062,0.275,0.216,2.253,7796
2929,2,1,0.458,0.416,0.263,0.138,0.825,0.433,0.7,0.221,0,0.05,0.237,0.147,0.781,0.176,3.1,7070
2930,2,0,0.199,0.346,0.382,0.675,0.438,0.205,0.775,0.181,1,0.263,0.746,0.781,0.909,0.598,4.344,5915
2931,2,0,0.615,0.523,0.186,0.897,0.399,0.3,0.001,0.962,0,0.606,0.459,0.863,0.92,0.243,1.415,8412
2932,2,1,0.524,0.473,0.122,0.872,0.564,0.587,0.103,0.153,1,0.226,0.386,0.566,0.827,0.858,10.655,771
2933,2,0,0.503,0.179,0.92,0.857,0.747,0.161,0.26,0.574,0,0.098,0.783,0.48,0.628,0.371,3.146,7030
2934,2,0,0.761,0.488,0.588,0.173,0.002,0.093,0.21,0.576,1,0.906,0.677,0.932,0.717,0.039,-0.04,9183
2935,2,0,0.146,0.456,0.284,0,0.807,0.858,0.63,0.518,1,0.815,0.852,0.563,0.68,0.834,3.8925,6343
2936,2,1,0.018,0.493,0.489,0.545,0.701,0.347,0.748,0.847,1,0.142,0.156,0.857,0.972,0.326,4.614,5638
2937,2,0,0.042,0.825,0.159,0.613,0.3,0.648,0.788,0.984,0,0.46,0.049,0.607,0.566,0.562,4.391,5852
2938,2,0,0.117,0.312,0.061,0.687,0.499,0.644,0.441,0.867,0,0.898,0.482,0.709,0.782,0.947,2.987,7177
2939,2,1,0.524,0.445,0.563,0.331,0.448,0.087,0.536,0.981,1,0.156,0.613,0.578,0.741,0.471,-0.5675,9376
2940,2,1,0.122,0.098,0.966,0.963,0.132,0.522,0.352,0.204,0,0.859,0.15,0.391,0.164,0.63,11.4075,544
2941,2,1,0.685,0.673,0.226,0.186,0.623,0.787,0.696,0.358,1,0.104,0.017,0.702,0.976,0.435,9.175,1528
2942,2,1,0.414,0.296,0.169,0.608,0.965,0.977,0.407,0.485,1,0.572,0.993,0.227,0.335,0.6,6.852,3342
2943,2,1,0.416,0.885,0.702,0.47,0.466,0,0.398,0.751,1,0.126,0.514,0.948,0.654,0.485,2.1925,7853
2944,2,0,0.318,0.942,0.114,0.84,0.008,0.387,0.163,0.123,0,0.915,0.516,0.432,0.782,0.897,6.383,3789
2945,2,1,0.569,0.656,0.319,0.197,0.135,0.382,0.671,0.874,0,0.594,0.754,0.043,0.323,0.741,-1.739,9707
2946,2,0,0.031,0.024,0.409,0.362,0.472,0.53,0.933,0.276,1,0.752,0.268,0.573,0.444,0.989,7.18,3062
2947,2,0,0.992,0.531,0.131,0.405,0.267,0.225,0.989,0.755,1,0.22,0.767,0.355,0.192,0.938,0.074,9135
2948,2,1,0.908,0.733,0.361,0.446,0.073,0.006,0.301,0.591,1,0.359,0.349,0.947,0.563,0.532,2.5265,7584
2949,2,0,0.559,0.363,0.334,0.2,0.254,0.31,0.948,0.456,0,0.984,0.951,0.482,0.194,0.679,-1.998,9747
2950,2,1,0.895,0.7,0.571,0.448,0.095,0.834,0.996,0.702,1,0.61,0.452,0.607,0.77,0.831,8.519,1931
2951,2,1,0.879,0.452,0.426,0.091,0.633,0.917,0.153,0.381,1,0.209,0.05,0.718,0.501,0.974,11.435,534
2952,2,1,0.625,0.919,0.842,0.209,0.598,0.418,0.834,0.52,1,0.591,0.819,0.255,0.1,0.368,3.716,6517
2953,2,1,0.294,0.984,0.846,0.069,0.054,0.802,0.499,0.76,0,0.175,0.601,0.089,0.848,0.29,4.3195,5940
2954,2,0,0.931,0.335,0.62,0.748,0.873,0.362,0.095,0.186,1,0.263,0.347,0.167,0.261,0.602,9.928,1108
2955,2,0,0.641,0.858,0.611,0.335,0.302,0.999,0.013,0.775,1,0.211,0.32,0.01,0.586,0.516,10.47,839
2956,2,1,0.532,0.609,0.199,0.425,0.463,0.998,0.032,0.311,0,0.345,0.581,0.74,0.763,0.857,8.401,2017
2957,2,1,0.311,0.5,0.853,0.236,0.088,0.923,0.122,0.302,0,0.726,0.363,0.029,0.785,0.323,9.306,1448
2958,2,0,0.726,0.037,0.089,0.902,0.466,0.456,0.82,0.22,0,0.211,0.105,0.645,0.914,0.297,6.809,3399
2959,2,1,0.98,0.979,0.809,0.393,0.144,0.304,0.969,0.587,0,0.183,0.558,0.793,0.949,0.05,2.3915,7684
2960,2,1,0.736,0.102,0.676,0.928,0.656,0.525,0.838,0.356,0,0.586,0.199,0.447,0.357,0.051,8.1845,2192
2961,2,0,0.398,0.332,0.456,0.91,0.59,0.239,0.689,0.909,0,0.56,0.383,0.07,0.391,0.241,1.7495,8175
2962,2,1,0.129,0.797,0.886,0.686,0.255,0.425,0.565,0.532,0,0.645,0.314,0.84,0.755,0.908,7.48,2801
2963,2,1,0.216,0.904,0.005,0.8,0.836,0.384,0.003,0.909,1,0.81,0.053,0.413,0.455,0.609,5.7995,4392
2964,2,1,0.958,0.606,0.401,0.608,0.904,0.85,0.269,0.696,1,0.155,0.224,0.508,0.905,0.835,10.835,703
2965,2,1,0.749,0.673,0.847,0.065,0.962,0.516,0.185,0.747,1,0.789,0.447,0.693,0.807,0.632,5.287,4931
2966,2,1,0.674,0.411,0.924,0.959,0.928,0.681,0.802,0.459,1,0.48,0.222,0.367,0.048,0.231,12.5865,242
2967,2,1,0.131,0.03,0.003,0.759,0.696,0.014,0.789,0.539,0,0.948,0.161,0.929,0.158,0.961,0.693,8827
2968,2,0,0.434,0.966,0.478,0.437,0.449,0.783,0.873,0.353,0,0.48,0.261,0.094,0.353,0.542,8.174,2200
2969,2,0,0.324,0.773,0.268,0.131,0.525,0.182,0.693,0.809,0,0.765,0.153,0.732,0.494,0.438,-1.1105,9545
2970,2,1,0.602,0.3,0.996,0.303,0.974,0.944,0.66,0.298,0,0.293,0.663,0.317,0.489,0.559,8.879,1698
2971,2,0,0.731,0.309,0.478,0.418,0.417,0.844,0.332,0.696,1,0.954,0.541,0.787,0.72,0.394,7.0255,3187
2972,2,0,0.574,0.177,0.076,0.719,0.154,0.573,0.83,0.371,0,0.61,0.544,0.245,0.934,0.413,3.8565,6386
2973,2,1,0.187,0.616,0.144,0.546,0.735,0.951,0.139,0.616,0,0.081,0.49,0.274,0.032,0.902,7.267,2988
2974,2,0,0.46,0.715,0.709,0.855,0.633,0.058,0.561,0.673,1,0.165,0.108,0.765,0.204,0.544,6.7875,3420
2975,2,0,0.102,0.867,0.308,0.337,0.467,0.006,0.8,0.375,1,0.07,0.036,0.165,0.026,0.924,4.379,5869
2976,2,1,0.177,0.173,0.284,0.401,0.11,0.606,0.029,0.046,0,0.855,0.521,0.587,0.661,0.443,5.6235,4565
2977,2,0,0.28,0.467,0.035,0.279,0.345,0.943,0.878,0.195,0,0.311,0.557,0.67,0.798,0.448,5.5645,4632
2978,2,1,0.276,0.016,0.568,0.649,0.618,0.262,0.987,0.979,0,0.116,0.125,0.071,0.132,0.954,2.633,7490
2979,2,1,0.182,0.189,0.41,0.561,0.247,0.353,0.35,0.818,1,0.712,0.933,0.556,0.581,0.319,0.5665,8888
2980,2,1,0.553,0.802,0.889,0.071,0.475,0.078,0.358,0.209,0,0.572,0.995,0.929,0.659,0.119,-0.872,9480
2981,2,0,0.909,0.09,0.038,0.901,0.147,0.587,0.67,0.631,0,0.45,0.181,0.615,0.411,0.821,6.174,4014
2982,2,1,0.492,0.973,0.261,0.864,0.488,0.53,0.126,0.022,1,0.479,0.549,0.424,0.989,0.518,10.3795,881
2983,2,1,0.574,0.706,0.042,0.562,0.631,0.457,0.01,0.648,1,0.603,0.622,0.625,0.361,0.938,4.3725,5877
2984,2,1,0.093,0.427,0.131,0.86,0.36,0.811,0.565,0.608,0,0.554,0.548,0.714,0.543,0.857,6.449,3728
2985,2,1,0.399,0.918,0.679,0.486,0.943,0.044,0.151,0.145,0,0.738,0.608,0.157,0.72,0.844,3.5965,6619
2986,2,1,0.461,0.878,0.793,0.405,0.438,0.381,0.82,0.61,0,0.016,0.112,0.598,0.838,0.351,5.442,4761
2987,2,0,0.673,0.847,0.734,0.015,0.491,0.487,0.009,0.114,1,0.725,0.722,0.118,0.914,0.988,7.021,3191
2988,2,1,0.257,0.529,0.918,0.187,0.764,0.307,0.827,0.652,1,0.893,0.268,0.995,0.623,0.656,4.831,5394
2989,2,0,0.396,0.577,0.199,0.952,0.724,0.379,0.774,0.469,1,0.369,0.463,0.688,0.139,0.9,7.0945,3119
2990,2,0,0.66,0.369,0.581,0.31,0.832,0.563,0.157,0.888,1,0.801,0.225,0.997,0.651,0.535,5.757,4429
2991,2,0,0.132,0.81,0.379,0.451,0.31,0.698,0.908,0.568,1,0,0.696,0.524,0.361,0.721,6.0845,4096
2992,2,1,0.341,0.775,0.916,0.305,0.796,0.43,0.892,0.032,0,0.544,0.612,0.585,0.339,0.594,6.0815,4099
2993,2,0,0.39,0.408,0.832,0.894,0.847,0.735,0.619,0.818,1,0.374,0.668,0.746,0,0.251,8.4215,2002
2994,2,1,0.204,0.298,0.761,0.95,0.673,0.299,0.834,0.682,0,0.992,0.573,0.483,0.026,0.887,4.3115,5943
2995,2,1,0.713,0.515,0.43,0.719,0.735,0.528,0.036,0.243,1,0.589,0.977,0.754,0.656,0.438,6.637,3552
2996,2,1,0.383,0.199,0.758,0.593,0.957,0.662,0.684,0.649,1,0.967,0.756,0.133,0.757,0.844,6.757,3446
2997,2,0,0.611,0.207,0.405,0.642,0.956,0.088,0.827,0.531,1,0.393,0.974,0.158,0.892,0.852,0.776,8785
2998,2,1,0.137,0.617,0.366,0.224,0.084,0.631,0.36,0.28,0,0.12,0.084,0.724,0.822,0.884,7.4035,2871
2999,2,1,0.384,0.684,0.609,0.141,0.018,0.916,0.461,0.751,1,0.864,0.947,0.489,0.043,0.366,4.511,5746
3000,2,0,0.064,0.384,0.743,0.227,0.515,0.647,0.355,0.272,0,0.312,0.647,0.559,0.683,0.422,5.226,5002
3001,2,0,0.739,0.817,0.357,0.167,0.679,0.744,0.687,0.912,1,0.594,0.963,0.273,0.365,0.085,1.17,8562
3002,2,0,0.936,0.49,0.497,0.04,0.79,0.392,0.465,0.854,1,0.871,0.43,0.533,0.96,0.805,2.169,7873
3003,2,0,0.865,0.978,0.183,0.896,0.719,0.144,0.75,0.924,1,0.241,0.994,0.528,0.005,0.982,0.787,8777
3004,2,1,0.108,0.08,0.386,0.892,0.775,0.975,0.696,0.133,1,0.306,0.674,0.514,0.397,0.396,11.648,475
3005,2,0,0.377,0.444,0.501,0.95,0.892,0.389,0.527,0.676,0,0.607,0.761,0.901,0.064,0.773,3.6425,6578
3006,2,0,0.898,0.17,0.034,0.825,0.635,0.563,0.971,0.206,0,0.284,0.751,0.901,0.848,0.562,4.329,5931
3007,2,1,0.068,0.048,0.459,0.982,0.524,0.159,0.122,0.332,0,0.451,0.292,0.477,0.217,0.761,5.774,4412
3008,2,1,0.836,0.34,0.808,0.545,0.51,0.587,0.437,0.392,0,0.588,0.357,0.66,0.594,0.761,8.0765,2279
3009,2,0,0.196,0.342,0.264,0.45,0.362,0.914,0.611,0.609,0,0.685,0.435,0.938,0.167,0.267,5.285,4936
3010,2,1,0.756,0.8,0.325,0.727,0.464,0.397,0.906,0.336,1,0.316,0.762,0.258,0.667,0.611,5.6515,4540
3011,2,0,0.501,0.87,0.97,0.366,0.825,0.454,0.989,0.326,0,0.794,0.52,0.6,0.024,0.445,5.514,4683
3012,2,1,0.971,0.824,0.448,0.833,0.277,0.623,0.892,0.06,0,0.281,0.114,0.145,0.163,0.464,11.044,648
3013,2,0,0.572,0.305,0.703,0.933,0.564,0.571,0.28,0.99,1,0.691,0.107,0.686,0.304,0.868,9.8275,1154
3014,2,0,0.982,0.677,0.49,0.326,0.506,0.049,0.211,0.936,1,0.892,0.651,0.172,0.295,0.906,-0.083,9201
3015,2,0,0.048,0.378,0.774,0.186,0.389,0.929,0.322,0.539,0,0.164,0.222,0.408,0.161,0.314,8.122,2246
3016,2,0,0.595,0.819,0.876,0.939,0.822,0.754,0.098,0.054,0,0.53,0.687,0.558,0.107,0.336,11.7835,428
3017,2,1,0.925,0.1,0.507,0.14,0.806,0.876,0.316,0.265,0,0.939,0.257,0.549,0.885,0.195,7.1955,3048
3018,2,1,0.961,0.413,0.469,0.112,0.502,0.374,0.175,0.808,1,0.063,0.446,0.997,0.871,0.617,2.7705,7361
3019,2,1,0.94,0.176,0.771,0.771,0.739,0.533,0.227,0.84,1,0.843,0.646,0.13,0.137,0.134,5.9715,4207
3020,2,0,0.012,0.001,0.715,0.549,0.941,0.418,0.727,0.719,1,0.11,0.382,0.12,0.318,0.397,5.2645,4959
3021,2,1,0.462,0.447,0.526,0.236,0.416,0.941,0.951,0.514,1,0.446,0.08,0.607,0.299,0.988,10.828,707
3022,2,1,0.48,0.611,0.097,0.159,0.449,0.857,0.267,0.507,1,0.908,0.379,0.738,0.043,0.219,6.0675,4113
3023,2,0,0.469,0.551,0.935,0.071,0.272,0.778,0.218,0.429,0,0.195,0.861,0.17,0.241,0.001,4.3405,5919
3024,2,1,0.648,0.478,0.85,0.92,0.948,0.492,0.78,0.846,0,0.145,0.073,0.395,0.965,0.523,8.075,2280
3025,2,1,0.46,0.442,0.044,0.044,0.235,0.265,0.548,0.898,0,0.154,0.29,0.885,0.617,0.596,-2.483,9821
3026,2,0,0.635,0.109,0.966,0.423,0.72,0.017,0.184,0.041,0,0.478,0.143,0.738,0.106,0.103,5.353,4856
3027,2,1,0.419,0.251,0.496,0.713,0.229,0.679,0.801,0.896,0,0.634,0.668,0.443,0.146,0.687,3.534,6690
3028,2,0,0.375,0.555,0.106,0.227,0.535,0.966,0.014,0.926,0,0.405,0.23,0.587,0.139,0.203,4.3375,5923
3029,2,0,0.249,0.073,0.256,0.685,0.17,0.961,0.135,0.185,0,0.016,0.968,0.104,0.876,0.614,7.3475,2916
3030,2,0,0.59,0.253,0.235,0.615,0.333,0.572,0.172,0.696,0,0.415,0.659,0.743,0.461,0.394,2.5755,7549
3031,2,1,0.132,0.131,0.33,0.717,0.684,0.064,0.86,0.219,0,0.074,0.422,0.483,0.786,0.128,1.704,8220
3032,2,0,0.11,0.893,0.268,0.639,0.095,0.961,0.688,0.077,0,0.535,0.467,0.259,0.778,0.443,9.892,1130
3033,2,1,0.167,0.711,0.819,0.626,0.66,0.398,0.853,0.259,1,0.767,0.377,0.646,0.245,0.133,8.1675,2202
3034,2,0,0.242,0.678,0.696,0.26,0.64,0.552,0.355,0.721,1,0.074,0.8,0.431,0.453,0.594,4.193,6034
3035,2,0,0.727,0.724,0.014,0.312,0.922,0.208,0.714,0.203,1,0.282,0.133,0.947,0.77,0.16,4.0725,6154
3036,2,1,0.973,0.413,0.16,0.107,0.184,0.648,0.128,0.731,1,0.707,0.39,0.67,0.418,0.001,3.1735,7000
3037,2,1,0.776,0.907,0.833,0.997,0.64,0.825,0.876,0.907,0,0.511,0.676,0.008,0.314,0.174,7.4265,2850
3038,2,0,0.825,0.626,0.384,0.576,0.435,0.85,0.463,0.084,0,0.977,0.96,0.683,0.606,0.728,7.175,3066
3039,2,0,0.744,0.378,0.491,0.341,0.645,0.766,0.647,0.384,1,0.042,0.057,0.739,0.119,0.634,10.625,785
3040,2,0,0.336,0.144,0.232,0.565,0.029,0.528,0.88,0.283,1,0.035,0.472,0.723,0.715,0.209,5.93,4253
3041,2,0,0.157,0.207,0.514,0.937,0.166,0.797,0.113,0.097,0,0.951,0.517,0.557,0.366,0.491,10.4805,837
3042,2,1,0.241,0.731,0.152,0.213,0.986,0.766,0.983,0.808,1,0.814,0.848,0.332,0.183,0.964,2.4285,7658
3043,2,0,0.733,0.633,0.077,0.007,0.531,0.469,0.49,0.325,0,0.139,0.904,0.656,0.445,0.83,-0.365,9296
3044,2,1,0.631,0.662,0.765,0.536,0.496,0.99,0.78,0.257,1,0.993,0.438,0.962,0.986,0.124,12.072,349
3045,2,1,0.993,0.356,0.1,0.385,0.51,0.896,0.21,0.116,0,0.233,0.422,0.102,0.765,0.547,8.1495,2218
3046,2,0,0.82,0.225,0.854,0.583,0.172,0.288,0.706,0.278,1,0.914,0.441,0.087,0.313,0.35,7.037,3170
